Company Name,Job Title,Role,Salaries Reported,Location,Salary
Dream11,Data Scientist,Specialist,1,Pune,"₹22,48,126/yr"
Capgemini,Data Scientist,Specialist,4,Pune,"₹8,98,351/yr"
XYZ,Data Scientist,Specialist,1,Bangalore,"₹3,00,000/yr"
Michelin,Data Scientist,Specialist,1,Pune,"₹1,54,152/yr"
Epsilon,Data Scientist,Manager,1,Bangalore,"₹1,963/hr"
Honeywell,Machine Learning Engineer,Specialist,1,Pune,"₹10,30,116/yr"
Techolution,Data Scientist,Specialist,1,Hyderabad,"₹1,81,620/yr"
Aspion Technologies,Data Engineer,Specialist,1,Hyderabad,"₹6,61,762/yr"
Fresher,Data Engineer,Manager,1,Mumbai,"₹8,85,964/yr"
exceedsoft,Data Analyst,Manager,1,Hyderabad,₹258/hr
Meta,Data Scientist,Specialist,1,Bangalore,"₹45,14,674/yr"
Honeywell,Machine Learning Engineer,Manager,1,Pune,"₹26,81,995/yr"
Infosys,Machine Learning Engineer,Specialist,2,Pune,"₹41,273/mo"
AppliedAICourse,Machine Learning Engineer,Manager,1,Hyderabad,"₹20,49,483/yr"
BRIDGEi2i,Data Analyst,Specialist,24,Bangalore,₹252/hr
Yash Technologies,Data Engineer,Specialist,1,Pune,"₹76,357/mo"
Anheuser-Busch InBev,Data Analyst,Specialist,4,Bangalore,"₹15,06,361/yr"
DXC Technology,Data Engineer,Manager,1,New Delhi,"₹24,97,547/yr"
IBM,Data Scientist,Specialist,4,Bangalore,"₹3,95,436/yr"
Reflexis Systems,Data Engineer,Specialist,1,Pune,"₹8,47,371/yr"
Dell Technologies,Data Analyst,Specialist,5,Hyderabad,"₹10,07,334/yr"
Srijan Technologies,Data Scientist,Specialist,1,Bangalore,"₹10,29,200/yr"
RAACOM Infosystems,Data Engineer,Manager,1,Hyderabad,"₹14,92,184/yr"
Clarivate,Data Analyst,Manager,1,Bangalore,"₹26,32,063/yr"
EasyRewardz,Data Scientist,Specialist,3,New Delhi,"₹83,740/mo"
SAP,Data Scientist,Specialist,1,Bangalore,"₹12,00,000/yr"
Naukri.com,Data Scientist,Specialist,4,New Delhi,"₹25,76,614/yr"
Infosys,Data Scientist,Specialist,3,New Delhi,"₹8,25,326/yr"
EY,Data Analyst,Specialist,3,Mumbai,₹214/hr
Ved World Machine Learning,Machine Learning Engineer,Specialist,1,Mumbai,"₹10,749/mo"
Accenture,Data Analyst,Specialist,23,Mumbai,"₹4,46,076/yr"
TCS,Data Analyst,Specialist,5,Mumbai,"₹5,15,940/yr"
Samsung R&D Institute India - Noida,Machine Learning Engineer,Specialist,2,New Delhi,"₹16,40,000/yr"
Competent Software,Data Analyst,Specialist,6,New Delhi,"₹1,85,388/yr"
Blue Sky Analytics,Data Scientist,Specialist,2,New Delhi,"₹4,51,452/yr"
Winfostar Technology Senior,Machine Learning Engineer,Specialist,1,Pune,"₹41,032/mo"
MagicBricks,Data Scientist,Specialist,1,Bangalore,"₹17,06,945/yr"
CognitiveWorks,Data Scientist,Specialist,1,Bangalore,"₹5,35,268/yr"
Brandscapes Worldwide,Data Analyst,Specialist,2,Mumbai,"₹2,45,202/yr"
First Student,Machine Learning Engineer,Specialist,3,Bangalore,"₹30,821/mo"
Invendis Technologies India,Data Scientist,Manager,1,Bangalore,"₹54,87,810/yr"
Page Group (London),Machine Learning Engineer,Manager,1,Mumbai,"₹12,70,221/yr"
Kruzr,Machine Learning Engineer,Specialist,1,Bangalore,₹953/hr
Cognizant Technology Solutions,Machine Learning Engineer,Specialist,1,Bangalore,"₹4,25,000/yr"
Hritik,Data Scientist,Specialist,1,Pune,"₹9,00,000/yr"
DAnalytics,Machine Learning Engineer,Specialist,1,Pune,"₹3,00,000/yr"
Fabulyst,Data Engineer,Manager,1,Bangalore,"₹10,93,926/yr"
FlexTrade Systems Inc.,Data Engineer,Specialist,1,Pune,"₹12,08,801/yr"
Intangles,Machine Learning Engineer,Specialist,1,Pune,"₹62,892/yr"
BRIDGEi2i,Data Engineer,Specialist,10,Bangalore,"₹5,90,352/yr"
Novo Nordisk,Data Engineer,Specialist,1,Bangalore,"₹6,02,930/yr"
Gemini Solutions,Machine Learning Engineer,Specialist,1,New Delhi,"₹7,56,978/yr"
Techolution,Data Scientist,Specialist,1,Hyderabad,"₹9,00,000/yr"
Quixy,Machine Learning Engineer,Specialist,2,Hyderabad,"₹9,21,650/yr"
Clover Infotech,Data Scientist,Specialist,1,Mumbai,"₹6,55,953/yr"
Databricks,Data Engineer,Manager,1,Pune,"₹98,306/mo"
vPhrase,Data Analyst,Specialist,8,Mumbai,"₹4,65,742/yr"
University of Pune,Data Scientist,Specialist,1,Pune,"₹83,605/mo"
Mu Sigma,Data Scientist,Manager,26,Bangalore,"₹17,55,876/yr"
Tata Consultancy Services,Data Scientist,Specialist,66,Bangalore,"₹8,36,874/yr"
Shree Cement,Data Scientist,Specialist,1,Hyderabad,"₹3,05,428/yr"
MiQ,Data Scientist,Specialist,1,Bangalore,"₹15,00,000/yr"
Colt Technology Services,Data Scientist,Manager,1,Bangalore,"₹35,50,796/yr"
upGrad,Data Scientist,Specialist,1,Bangalore,"₹1,00,490/yr"
Kantar,Data Analyst,Manager,1,New Delhi,"₹13,67,384/yr"
Fiserv,Data Analyst,Specialist,6,New Delhi,"₹13,24,095/yr"
Capgemini,Data Engineer,Specialist,5,Mumbai,"₹6,95,747/yr"
LinkedIn,Data Scientist,Specialist,1,Bangalore,"₹6,59,544/yr"
Appberry,Data Analyst,Specialist,1,Pune,"₹21,457/mo"
Infrrd,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,08,975/yr"
Thomson Reuters,Data Scientist,Specialist,2,Bangalore,"₹15,32,945/yr"
Procter & Gamble,Data Engineer,Specialist,1,Hyderabad,"₹25,76,614/yr"
STL - Sterlite Technologies Limited,Data Scientist,Specialist,1,Pune,"₹10,36,984/yr"
Verificient Technologies,Data Analyst,Specialist,3,New Delhi,"₹1,50,180/yr"
Tuple Technologies,Machine Learning Engineer,Specialist,1,New Delhi,"₹6,67,797/yr"
Grail Insights,Data Analyst,Specialist,2,New Delhi,"₹58,818/mo"
Piramal Enterprises,Machine Learning Engineer,Specialist,1,Mumbai,"₹12,00,000/yr"
Freelance,Data Scientist,Specialist,1,Bangalore,"₹32,50,773/yr"
Embibe,Data Engineer,Specialist,4,Bangalore,"₹12,25,041/yr"
Meeami Technologies,Machine Learning Engineer,Specialist,1,Hyderabad,"₹18,64,748/yr"
Gap,Data Engineer,Specialist,1,Hyderabad,"₹2,79,976/yr"
ThinkBumblebee Analytics,Machine Learning Software Engineer,Specialist,1,Pune,"₹13,97,347/yr"
Centium Consulting,Data Engineer,Specialist,1,Pune,"₹3,82,787/yr"
HERE Technologies,Data Analyst,Manager,2,Mumbai,"₹7,60,110/yr"
Sigmoid Analytics,Data Scientist,Specialist,1,Bangalore,"₹9,75,232/yr"
First Student,Data Scientist,Specialist,4,Mumbai,"₹12,10,857/yr"
Two Roads Tech,Data Scientist,Specialist,3,Bangalore,"₹38,12,913/yr"
Siemens Healthineers,Data Scientist,Specialist,1,Bangalore,"₹3,04,188/yr"
Tata Consultancy Services,Data Engineer,Manager,4,Mumbai,"₹12,35,581/yr"
Scienaptic Systems,Data Scientist,Specialist,6,Bangalore,₹610/hr
NIIT,Data Scientist,Specialist,1,Bangalore,"₹7,00,000/yr"
AffinityX,Data Analyst,Specialist,2,Pune,"₹1,93,764/yr"
Applied Data Finance,Data Scientist,Specialist,1,Bangalore,₹234/hr
Fractal,Data Analyst,Specialist,4,New Delhi,"₹8,78,070/yr"
Myntra,Data Analyst,Specialist,41,Bangalore,"₹10,04,884/yr"
XYZ,Data Scientist,Specialist,3,Bangalore,"₹8,40,000/yr"
Gramener,Data Scientist,Specialist,1,Hyderabad,"₹1,28,988/yr"
Amazon,Data Engineer,Specialist,7,New Delhi,"₹11,15,191/yr"
Scripbox,Data Analyst,Specialist,3,Bangalore,"₹8,32,956/yr"
OTO Capital,Data Scientist,Specialist,1,Bangalore,"₹17,46,726/yr"
Zendesk,Data Analyst,Specialist,1,Pune,"₹25,791/mo"
Caterpillar,Data Scientist,Specialist,3,Bangalore,"₹15,26,335/yr"
CTS,Data Engineer,Specialist,1,Bangalore,"₹1,07,488/mo"
AnalytixLabs,Data Scientist,Specialist,1,Bangalore,₹244/hr
Birdeye,Data Scientist,Manager,1,New Delhi,"₹5,96,073/mo"
Career Launcher,Machine Learning Engineer,Specialist,1,Mumbai,₹30/hr
PolicyBazaar,Data Analyst,Specialist,4,New Delhi,"₹5,51,047/yr"
Red Hat,Data Scientist,Specialist,1,Bangalore,₹467/hr
Simple Logic IT,Data Engineer,Specialist,1,Mumbai,"₹3,01,464/yr"
Practo Technologies,Data Scientist,Specialist,1,Bangalore,"₹17,27,725/yr"
Walmart,Data Analyst,Specialist,3,Bangalore,"₹9,70,000/yr"
Amar Singh Chawal Wala,Data Scientist,Specialist,1,Bangalore,"₹16,93,803/yr"
GrayMatter Software Services,Data Engineer,Manager,1,Bangalore,"₹3,82,456/mo"
Merkle,Data Scientist,Specialist,5,Pune,"₹11,34,768/yr"
Upwork,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,70,904/yr"
Suhana Shabnam,Data Scientist,Specialist,1,Bangalore,"₹20,73,969/yr"
Bajaj Finance,Data Engineer,Specialist,1,Mumbai,₹145/hr
Cians Analytics,Data Analyst,Specialist,2,New Delhi,"₹5,91,053/yr"
Danske Bank,Data Scientist,Specialist,1,Bangalore,"₹1,20,981/mo"
Thoughtworks,Data Scientist,Manager,1,New Delhi,"₹81,56,208/yr"
Franklin Templeton Investments,Data Analyst,Specialist,2,Hyderabad,"₹1,36,137/yr"
iOPEX Technologies,Data Scientist,Specialist,1,Bangalore,"₹7,50,000/yr"
CAMP Systems,Data Analyst,Specialist,9,Hyderabad,₹164/hr
GS Lab,Data Scientist,Specialist,1,Hyderabad,"₹6,77,580/yr"
Accentue,Data Analyst,Manager,1,Bangalore,"₹24,33,968/yr"
Nones,Data Scientist,Specialist,1,Mumbai,"₹2,71,032/yr"
First Student,Machine Learning Engineer,Manager,1,Hyderabad,"₹69,33,937/yr"
Cosmos eSolutions & Services,Data Analyst,Specialist,1,Pune,"₹27,034/mo"
ZS Associates,Data Analyst,Specialist,11,New Delhi,"₹7,12,674/yr"
Moody's Analytics,Data Engineer,Specialist,2,Bangalore,"₹11,47,975/yr"
INSOFE,Data Scientist,Manager,1,Hyderabad,"₹1,97,810/mo"
Cipla,Data Engineer,Specialist,1,Mumbai,₹513/hr
Google,Data Scientist,Manager,1,Hyderabad,"₹1,235/hr"
ABC,Data Scientist,Specialist,2,Mumbai,"₹10,36,761/yr"
Medicento,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,01,465/yr"
MetLife,Data Scientist,Specialist,3,Hyderabad,"₹17,60,000/yr"
Zensar Technologies,Data Analyst,Specialist,11,Pune,"₹3,71,397/yr"
Forec Software Solutions,Data Scientist,Specialist,1,Bangalore,"₹6,13,519/yr"
Wipro,Data Scientist,Manager,1,Hyderabad,"₹37,07,588/yr"
Tata Consultancy Services,Data Scientist,Manager,7,Pune,"₹23,74,623/yr"
Vervenest,Data Scientist,Specialist,1,Bangalore,"₹3,41,109/yr"
Tata Consultancy Services,Data Scientist,Specialist,1,Bangalore,"₹3,74,688/yr"
Aashish sharma,Data Scientist,Specialist,1,Bangalore,"₹12,25,579/yr"
Axtria,Data Engineer,Specialist,2,New Delhi,"₹4,70,004/yr"
CENTURYLINK,Data Scientist,Specialist,1,Bangalore,"₹13,99,929/yr"
SG Analytics,Junior Data Scientist,Specialist,2,Pune,"₹7,08,351/yr"
Nityo Infotech,Data Scientist,Specialist,1,Bangalore,₹189/hr
Innovians Technologies,Machine Learning Engineer,Specialist,1,New Delhi,"₹63,348/yr"
Suchir Softech,Machine Learning Engineer,Manager,1,Hyderabad,"₹8,33,761/yr"
Nisum,Data Engineer,Specialist,2,Hyderabad,"₹16,42,294/yr"
ANZ Bank,Data Analyst,Specialist,9,Bangalore,"₹9,99,547/yr"
peel-works,Data Analyst,Specialist,2,Mumbai,"₹4,51,723/yr"
Edelweiss Tokio Life Insurance,Data Analyst,Specialist,1,Mumbai,"₹3,95,292/yr"
CloudPrisma,Data Engineer,Specialist,1,New Delhi,"₹3,61,764/yr"
McKinsey Knowledge Center,Data Analyst,Specialist,5,New Delhi,"₹15,41,071/yr"
ZS Associates,Data Engineer,Specialist,1,Pune,"₹16,50,000/yr"
Verificient Technologies,Data Analyst,Manager,3,Pune,"₹5,24,987/yr"
Control Structures,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,67,195/yr"
Sprinklr,Data Scientist,Specialist,1,Bangalore,"₹3,85,392/yr"
Bidgely,Data Scientist,Specialist,3,Bangalore,"₹1,19,873/mo"
Tata Technologies,Data Science,Specialist,1,Pune,"₹6,22,191/yr"
Sumyag,Data Scientist,Specialist,2,Bangalore,"₹3,54,240/yr"
Corvi LED Light,Data Scientist,Specialist,1,Bangalore,"₹6,22,188/yr"
PrimEra Medical Technologies,Data Engineer,Manager,1,Hyderabad,"₹17,49,274/yr"
Dayananda Sagar College of Engineering,Data Scientist,Specialist,1,Bangalore,"₹6,18,607/yr"
KYC Hub,Data Scientist,Specialist,1,Bangalore,"₹2,02,796/yr"
GOLDFINCH,Data Scientist,Specialist,1,Pune,"₹12,44,376/yr"
HitWicket,Data Analyst,Specialist,3,Hyderabad,"₹6,69,115/yr"
FirstCry com,Data Analyst,Specialist,5,Pune,"₹4,87,335/yr"
eClerx,Data Scientist,Specialist,1,Pune,"₹8,70,000/yr"
Safeducate Institute of Learning,Data Scientist,Specialist,1,Bangalore,"₹8,26,553/yr"
Quantiphi,Data Analyst,Specialist,3,Mumbai,"₹6,54,767/yr"
IBM,Data Analyst,Specialist,12,Hyderabad,"₹5,13,986/yr"
Algo8.ai,Data Scientist,Specialist,6,New Delhi,"₹47,958/mo"
Code Karo Yaaro,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,21,080/yr"
Aviso,Machine Learning Engineer,Manager,1,Hyderabad,"₹35,96,446/yr"
Hexaware Technologies,Data Engineer,Manager,1,Hyderabad,"₹3,25,713/mo"
Aditya Birla Group,Data Analyst,Manager,1,Mumbai,"₹1,92,495/mo"
Schlumberger,Data Science,Manager,1,Pune,"₹10,82,441/yr"
Sharda University,Data Engineer,Specialist,1,New Delhi,"₹1,45,296/yr"
Cuelearn,Data Analyst,Specialist,5,Bangalore,"₹5,65,059/yr"
Wipro,Data Analyst,Specialist,14,New Delhi,"₹5,93,140/yr"
Intel Corporation,Machine Learning Engineer,Manager,1,Bangalore,₹497/hr
CitiusTech,Data Engineer,Manager,1,Mumbai,"₹63,39,420/yr"
CoreCompete,Data Engineer,Specialist,1,Hyderabad,"₹11,91,367/yr"
MathWorks,Data Scientist,Specialist,1,Hyderabad,"₹6,05,385/yr"
Danske IT and Support Services,Data Scientist,Manager,1,Bangalore,"₹41,68,674/yr"
Microsoft,Data Scientist,Specialist,2,Bangalore,"₹10,06,284/yr"
Wipro,Data Scientist,Manager,3,Bangalore,"₹17,23,181/yr"
IHS Markit,Data Engineer,Specialist,2,New Delhi,"₹9,17,271/yr"
Yardi Systems,Data Analyst,Specialist,3,Pune,"₹3,97,776/yr"
Dexpert Systems,Senior Data Scientist,Specialist,1,Pune,"₹20,54,972/yr"
WinWire Technologies,Data Scientist,Specialist,2,Hyderabad,"₹1,05,803/mo"
CRG Solutions,Data Analyst,Specialist,7,Mumbai,"₹5,21,474/yr"
Quantsapp,Data Scientist,Specialist,2,Mumbai,"₹2,27,112/yr"
First Student Data Scientist,Data Analyst,Specialist,1,Pune,"₹4,53,300/yr"
Flipper Code,Data Scientist,Specialist,1,Pune,"₹3,69,895/yr"
Samsung Electronics,Data Analyst,Specialist,3,New Delhi,"₹86,766/mo"
Hewlett-Packard,Data Scientist,Specialist,1,Bangalore,"₹22,04,142/yr"
DigiQ Solutions,Machine Learning Engineer,Specialist,1,Hyderabad,₹308/hr
Genpact,Data Analyst,Specialist,3,Hyderabad,₹160/hr
Batlivala & Karani Securities,Data Scientist,Specialist,1,Bangalore,"₹3,500/hr"
HSBC Software Development India,Data Analyst,Specialist,2,Pune,"₹9,82,170/yr"
LiquidHub,Data Analyst,Manager,2,New Delhi,"₹8,99,201/yr"
HCL Technologies,Machine Learning Engineer,Specialist,2,Bangalore,"₹11,93,616/yr"
Quantium,Data Analyst,Specialist,3,Hyderabad,"₹10,72,842/yr"
Cognizant Technology Solutions,Data Analyst,Specialist,14,New Delhi,"₹38,049/mo"
PayNearby,Data Engineer,Specialist,1,Mumbai,"₹6,50,000/yr"
NCR,Data Engineer,Specialist,5,New Delhi,"₹6,25,768/yr"
UnitedHealth Group,Data Scientist,Manager,1,Bangalore,"₹91,820/mo"
Wells Fargo,Data Engineer,Manager,1,Bangalore,"₹3,987/hr"
Urban Company,Data Engineer,Specialist,2,New Delhi,"₹15,89,903/yr"
Zyme Solutions,Data Analyst,Specialist,4,Bangalore,"₹3,61,404/yr"
Nexus Software System Junior,Machine Learning Engineer,Specialist,1,Pune,"₹4,50,000/yr"
Cisco Systems,Data Analyst,Specialist,7,Bangalore,"₹89,573/mo"
Almug,Data Scientist,Specialist,1,Bangalore,"₹9,13,932/yr"
Sumyag,Data Scientist,Specialist,2,Bangalore,"₹64,222/mo"
Bitwise,Data Engineer,Specialist,3,Pune,"₹4,90,577/yr"
Deloitte,Data Analyst,Manager,7,Hyderabad,"₹21,92,504/yr"
akhil sajeev,Data Scientist,Specialist,1,Pune,"₹2,50,815/yr"
Google,Data Engineer,Specialist,2,Bangalore,"₹10,44,365/yr"
Wipro,Data Analyst,Specialist,7,Hyderabad,"₹3,05,881/yr"
HSB Group,Data Engineer,Specialist,1,Hyderabad,"₹5,15,829/yr"
Javis,Data Engineer,Specialist,1,Mumbai,"₹12,32,857/yr"
iSchoolConnect,Machine Learning Engineer,Specialist,1,Mumbai,"₹11,36,717/yr"
Microworld Technologies,Data Analyst,Specialist,1,Mumbai,"₹2,00,977/yr"
Eaton,Data Scientist,Specialist,4,Pune,"₹11,21,845/yr"
Neustar,Data Engineer,Specialist,5,Bangalore,"₹9,62,755/yr"
The Jaypee Group,Data Engineer,Specialist,1,Mumbai,"₹7,25,787/yr"
IBM,Data Scientist,Specialist,9,Hyderabad,"₹6,28,945/yr"
Quantiphi,Machine Learning Engineer,Specialist,3,Mumbai,"₹2,57,976/yr"
Hinduja Global Solutions,Data Analyst,Manager,1,Bangalore,"₹10,53,059/yr"
Atos-Syntel,Data Scientist,Specialist,3,Pune,"₹4,23,422/yr"
Legato Health Technologies,Data Scientist,Manager,1,Hyderabad,"₹39,94,226/yr"
Lava International,Data Scientist,Specialist,1,Bangalore,"₹6,41,727/yr"
Symphony RetailAI,Data Analyst,Specialist,3,Bangalore,"₹6,98,674/yr"
Precily,Data Scientist,Specialist,2,New Delhi,"₹6,70,578/yr"
GainInsights Solutions,Data Engineer,Specialist,1,Bangalore,"₹10,00,000/yr"
Quantiphi Senior,Data Engineer,Specialist,15,Mumbai,"₹10,80,000/yr"
Philips,Machine Learning Engineer,Specialist,1,Bangalore,"₹4,26,816/yr"
BlazeClan Technologies,Machine Learning Engineer,Specialist,1,Pune,"₹42,040/mo"
Accenture,Machine Learning Engineer,Specialist,5,Bangalore,"₹7,48,712/yr"
Evalueserve,Data Scientist,Specialist,1,New Delhi,"₹8,55,199/yr"
Rajesh Motors,Data Analyst,Specialist,2,Hyderabad,"₹31,317/mo"
Wipro Technologies,Data Scientist,Specialist,2,New Delhi,"₹50,92,618/yr"
Ericsson IT Solutions & Services,Data Engineer,Specialist,2,Bangalore,"₹7,08,216/yr"
MAERSK,Data Engineer,Specialist,1,Mumbai,"₹12,00,000/yr"
First Student,Data Scientist,Manager,1,Hyderabad,"₹21,15,239/yr"
Jayar Manufacturing,Data Analyst,Specialist,2,Hyderabad,"₹7,19,166/yr"
VINAYA KUMAR,Data Scientist,Specialist,1,Mumbai,"₹40,29,337/yr"
Brillio,Data Scientist,Specialist,8,Bangalore,"₹1,36,435/mo"
Clover Infotech,Data Scientist,Manager,1,Mumbai,"₹1,31,828/mo"
Paytm,Data Scientist,Specialist,2,Bangalore,"₹5,49,688/yr"
Patrick,Data Scientist,Specialist,1,Bangalore,"₹35,120/mo"
Continual Engine,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,18,095/yr"
Aera Technology Associate,Machine Learning Engineer,Manager,1,Pune,"₹23,41,995/yr"
Newfold Digital,Data Analyst,Specialist,1,Mumbai,"₹5,15,940/yr"
Motilal Oswal Financial Services,Data Analyst,Specialist,2,Mumbai,₹88/hr
Fanlytiks,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,31,710/yr"
Flipkart,Data Scientist,Specialist,18,Bangalore,"₹25,57,843/yr"
Praktice Ai,Data Scientist,Specialist,1,Bangalore,"₹3,90,096/yr"
Bounce,Data Scientist,Specialist,1,Bangalore,"₹3,93,696/yr"
Lalit Roongta Group,Data Analyst,Manager,1,Pune,"₹21,00,333/yr"
KPIT Technologies,Data Analyst,Manager,1,Pune,₹674/hr
Birlasoft,Data Engineer,Specialist,2,Pune,"₹20,02,418/yr"
The Fresh Market,Data Scientist,Specialist,1,Pune,"₹3,06,968/yr"
Evolent Health,Data Engineer,Specialist,1,Pune,"₹8,50,000/yr"
IBM,Data Engineer,Specialist,1,Hyderabad,"₹1,20,000/yr"
Ample Softech System,Data Analyst,Specialist,1,Pune,"₹4,26,756/yr"
Global Market Insights,Data Analyst,Specialist,1,Pune,"₹2,11,160/yr"
Thomson Reuters,Data Analyst,Specialist,1,Hyderabad,"₹2,88,048/yr"
Aera Technology,Data Scientist,Specialist,4,Pune,₹766/hr
Kushim,Data Scientist,Specialist,1,Pune,"₹3,72,000/yr"
SRI International,Data Engineer,Manager,1,Pune,"₹10,65,340/yr"
yellow.ai,Data Scientist,Specialist,1,Bangalore,"₹4,10,994/yr"
Hexaware Technologies,Data Engineer,Specialist,1,Hyderabad,"₹11,45,314/yr"
Cummins,Data Scientist,Specialist,1,Pune,"₹5,00,000/yr"
Compass,Machine Learning Engineer,Specialist,1,Hyderabad,"₹22,69,647/yr"
M-SIX Technology,Data Scientist,Specialist,1,Bangalore,"₹84,355/mo"
NEC Software Solutions UK,Data Analyst,Specialist,1,Mumbai,"₹17,19,812/yr"
Tata Consultancy Services,Machine Learning Engineer,Specialist,9,Bangalore,₹231/hr
TransUnion,Data Analyst,Specialist,2,Mumbai,"₹24,818/mo"
Zee Entertainment Enterprises Ltd.,Data Scientist,Specialist,1,Mumbai,"₹2,94,284/mo"
Guardian Life,Data Engineer,Specialist,1,New Delhi,"₹43,235/mo"
HyperVerge,Machine Learning Engineer,Specialist,2,Bangalore,"₹97,371/mo"
Course5 Intelligence,Data Analyst,Specialist,4,Bangalore,"₹3,61,038/yr"
NTT DATA,Data Analyst,Specialist,11,New Delhi,"₹41,870/mo"
Vistara,Data Engineer,Specialist,1,Pune,"₹10,00,000/yr"
Milaap,Data Engineer,Specialist,1,Bangalore,"₹10,27,381/yr"
EXL Service,Data Engineer,Specialist,3,New Delhi,"₹6,44,930/yr"
NDS InfoServ,Data Scientist,Manager,1,Mumbai,"₹28,64,333/yr"
Central Test,Data Analyst,Specialist,3,Bangalore,"₹4,70,000/yr"
Altimetrik,Data Scientist,Specialist,1,Bangalore,"₹5,46,456/yr"
Rashi Information Services,Data Scientist,Specialist,1,Bangalore,"₹4,17,954/yr"
ABC,Data Scientist,Specialist,1,Pune,"₹12,16,776/yr"
Activa (CA),Data Engineer,Specialist,1,Hyderabad,"₹14,90,685/yr"
Datasite,Data Analyst,Specialist,1,Hyderabad,"₹7,25,180/yr"
Elpis IT Solutions,Data Scientist,Specialist,1,Bangalore,₹809/hr
HackerEarth,Data Scientist,Specialist,1,Bangalore,"₹16,88,220/yr"
TomTom,Data Engineer,Specialist,1,Pune,"₹6,92,424/yr"
Rahul Marian,Machine Learning Engineer,Manager,1,Pune,"₹9,31,127/yr"
Centurysoft,Machine Learning Engineer,Manager,1,Pune,"₹18,66,977/yr"
Fractal,Data Scientist,Specialist,32,Mumbai,₹776/hr
Postman,Data Scientist,Specialist,1,Bangalore,"₹14,54,222/yr"
Comviva,Data Scientist,Specialist,1,New Delhi,"₹3,10,014/yr"
Ericsson-Worldwide,Data Scientist,Specialist,16,New Delhi,"₹8,08,616/yr"
Ugam,Data Analyst,Specialist,16,Bangalore,"₹7,28,836/yr"
Diageo,Data Analyst,Specialist,3,Bangalore,"₹7,83,081/yr"
Searce,Data Engineer,Manager,1,Bangalore,"₹24,69,489/yr"
IHS Markit,Data Scientist,Specialist,2,New Delhi,"₹10,22,383/yr"
Joany,Data Engineer,Specialist,1,Hyderabad,"₹2,59,536/yr"
Genpact,Data Scientist,Specialist,6,New Delhi,"₹5,91,185/yr"
Hotify,Data Scientist,Specialist,1,Bangalore,"₹13,36,995/yr"
Oasis HR Corporate Solutions,Data Scientist,Specialist,1,Pune,₹403/hr
Barclays,Data Analyst,Specialist,3,Mumbai,₹491/hr
